No,Lokasi Aset,Desa/Kelurahan,Kecamatan,Kabupaten/Kota,Provinsi,Tanah, Bangunan 1 , Bangunan 2 , Bangunan 3 , Bangunan 4 , Bangunan 5 , Bangunan 6 , Bangunan 7 , Bangunan 8 , Bangunan 9 , Bangunan 10 , Bangunan 11 , Bangunan 12 , Bangunan 13 , Bangunan 14 , Bangunan 15 , Bangunan 16 , Bangunan 17 , Bangunan 18 , Bangunan 19 , Bangunan 20 , Sarana Pelengkap (SPL) ,Jumlah,Jumlah (Pembulatan), Tanah (m²),Bangunan 1 (m²),Bangunan 2 (m²),Bangunan 3 (m²),Bangunan 4(m²),Bangunan 5 (m²),Bangunan 6 (m²),Bangunan 7 (m²),Bangunan 8 (m²),Bangunan 9 (m²),Bangunan 10 (m²),Bangunan 11 (m²),Bangunan 12 (m²),Bangunan 13 (m²),Bangunan 14 (m²),Bangunan 15 (m²),Bangunan 16 (m²),Bangunan 17 (m²),Bangunan 18 (m²),Bangunan 19 (m²),Bangunan 20 (m²)
52,Perumahan Graha Sinabun Blok C No.2,Desa Sinabun,Kecamatan Sawan,Kabupaten Buleleng,Bali," Rp95,700,000 "," Rp164,892,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp260,592,000 "," Rp260,600,000 ",110,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Jalan Garuda No. 41 Samawa Transit Hotel dan Jalan Garuda Gang Pala RT.004/RW.001,Kelurahan Lempeh,Kecamatan Sumbawa,Kabupaten Sumbawa,Nusa Tenggara Barat," Rp10,864,260,000 "," Rp5,264,424,000 "," Rp34,080,000 "," Rp237,660,000 "," Rp591,150,000 "," Rp1,141,140,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp28,800,000 "," Rp18,161,514,000 "," Rp18,162,000,000 ",3540,2024,48,563,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"Jalan Bangkiang Sidem Residence, Ka Mi Ma Residence Guwang, Cluster Sri Rama No.7",Desa Guwang,Kecamatan Sukawati,Kabupaten Gianyar,Bali," Rp230,000,000 "," Rp149,100,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp11,340,000 "," Rp390,440,000 ", Rp- ,100,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"Jalan Taman Pancing, Gang Anyar Bestari",Desa Pemogan,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp460,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp460,000,000 "," Rp460,000,000 ",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"Jalan By Pass Ngurah Rai, Komplek Istana Regency Park Blok L No.6",Kelurahan Pedungan,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp6,277,500,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp6,277,500,000 "," Rp6,277,500,000 ",290,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Jalan Pura Wates Canggu (Masuk),Desa Canggu,Kecamatan Kuta Utara,Kabupaten Badung,Bali," Rp5,024,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp5,024,000,000 "," Rp5,024,000,000 ",1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Perumahan Grya Adi Sangket 2 Blok D No.3,Kelurahan Sukasada,Kecamatan Sukasada,Kabupaten Buleleng,Bali," Rp80,660,000 "," Rp86,400,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp167,060,000 "," Rp167,000,000 ",74,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Perum Taman Asri Panji Blok D No. 5,Desa Panji,Kecamatan Sukasada,Kabupaten Buleleng,Bali," Rp77,175,000 "," Rp90,270,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp167,445,000 "," Rp167,445,000 ",75,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Perum Panji Bhuana Kertha Residence Blok C No. 32,Desa Panji,Kecamatan Sukasada,Kabupaten Buleleng,Bali," Rp84,800,000 "," Rp82,200,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp167,000,000 "," Rp167,000,000 ",80,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Jalan Raya Rogojampi No. 108,Desa Rogojampi,Kecamatan Rogojampi,Kabupaten Banyuwangi,Jawa Timur," Rp11,736,900,000 "," Rp243,320,000 "," Rp1,115,856,000 "," Rp78,520,000 "," Rp101,728,000 "," Rp427,490,000 "," Rp272,620,000 "," Rp247,104,000 "," Rp139,230,000 "," Rp123,872,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp547,268,000 "," Rp15,033,908,000 "," Rp15,034,000,000 ",4830,154,574,52,88,394,317,288,182,98,0,0,0,0,0,0,0,0,0,0,0
62,Jalan Merak (Masuk),Desa Jubung,Kecamatan Sukorambi,Kabupaten Jember,Jawa Timur," Rp2,289,420,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp2,289,420,000 "," Rp2,289,420,000 ",8295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Jalan TGH Lopan No. 88X,Desa Bagik Polak,Kecamatan Labupai,Kabupaten Lombok Barat,Nusa Tenggara Barat," Rp1,920,000,000 "," Rp693,530,000 "," Rp158,004,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp111,500,000 "," Rp2,883,034,000 "," Rp2,883,000,000 ",800,311,77,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Jalan Jimbaran Pratama,Kelurahan Jimbaran,Kecamatan Kuta Selatan,Kabupaten Badung,Bali," Rp354,200,000 "," Rp101,755,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp11,560,000 "," Rp467,515,000 "," Rp467,500,000 ",77,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Jalan Suli No. 152,Desa Dangin Puri Kangin,Kecamatan Denpasar Utara,Kota Denpasar,Bali," Rp3,872,000,000 "," Rp721,215,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp61,406,000 "," Rp4,654,621,000 "," Rp4,654,000,000 ",440,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,"Jalan Kiskinda, Lingkungan Banjar Dinas Kelod",Desa Busungbiu,Kecamatan Busungbiu,Kabupaten Buleleng,Bali," Rp3,940,000,000 "," Rp3,711,667,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp42,396,000 "," Rp7,694,063,000 "," Rp7,694,000,000 ",9850,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"Jalan Kuwum II, Gang Kecubung No.1",Kelurahan Kerobokan Kelod,Kecamaatn Kuta Utara,Kabupaten Badung,Bali," Rp4,214,000,000 "," Rp336,798,000 "," Rp806,058,000 "," Rp230,692,000 "," Rp96,117,000 ", Rp- ,, Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp76,165,000 "," Rp5,759,830,000 "," Rp5,759,830,000 ",490,81,118,49,21,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
68,"Jalan Kerta Pura, Gang Kertapura IX/B No.. 16N",Desa Pemecutan Klod,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp1,072,000,000 "," Rp359,136,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp35,522,000 "," Rp1,466,658,000 "," Rp1,466,700,000 ",268,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"Jalan Prof. Dr. Ida Bagus Mantra, Perumahan Sundhari Park",Desa Sukawati,Kecamatan Sukawati,Kabupaten Gianyar,Bali," Rp10,228,100,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp10,228,100,000 "," Rp10,228,100,000 ",4370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Jalan Alam Sari No. 8,Desa Padangsambian Kaja,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp1,100,000,000 "," Rp399,168,000 "," Rp138,432,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp22,263,000 "," Rp1,659,863,000 "," Rp1,659,863,000 ",250,126,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"Jalan Banjar Kambangan, Lingkungan Banjar Dinas Kambangan",Desa Apuan,Kecamatan Baturiti,Kabupaten Tabanan,Bali," Rp792,000,000 "," Rp240,125,000 "," Rp17,712,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp46,834,000 "," Rp1,096,671,000 "," Rp1,096,671,000 ",1320,113,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"Jalan Pantai Pererenan (Masuk), Ohana Retreat Bali",Desa Pererenan,Kecamatan Mengwi,Kabupaten Badung,Bali," Rp3,853,150,000 "," Rp2,734,886,000 "," Rp56,238,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp217,592,000 "," Rp6,861,866,000 "," Rp6,861,900,000 ",545,473,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Perumahan Baiti Jannati 2,Desa Sumberkolak,Kecamatan Panarukan,Kabupaten Situbondo,Jawa Timur," Rp1,543,000,000 ", Rp- ,, Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,543,000,000 "," Rp1,543,000,000 ",5740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Jalan Dananjaya III (Masuk) No.2,Desa Ketewel,Kecamatan Sukawati,Kabupaten Gianyar,Bali," Rp175,500,000 "," Rp159,400,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp18,200,000 "," Rp353,100,000 "," Rp353,100,000 ",65,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"Jalan Cargo Indah III, Perumahan Tulip Garden No. 1",Kelurahan Ubung,Kecamatan Denpasar Utara,Kota Denpasar,Bali," Rp696,000,000 "," Rp307,200,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp32,617,000 "," Rp1,035,817,000 "," Rp1,035,817,000 ",116,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"Lokasi 1: Jalan Manggis No. 24, Kelurahan Uma Sima, Kecamatan Sumbawa, Kabupaten Sumbawa, NTB","Lokasi 2: Jalan Raya Semongkat, Desa Pelat, Kecamatan Unter Iwes, Kabupaten Sumbawa, NTB","Lokasi 3: Jalan By Pass Sumbawa Besar, Desa Jorok, Kecamatan Unter Iwes, Kabupaten Sumbawa, NTB","Lokasi 4: Jalan Raya Semongkat, Desa Pelat, Kecamatan Unter Iwes, Kabupaten Sumbawa, NTB",Nusa Tenggara Barat," Rp4,621,000,000 "," Rp1,155,000,000 "," Rp18,443,000,000 "," Rp196,400,000 ", Rp- ,, Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp24,415,400,000 "," Rp24,415,400,000 ",1632.4,7648,22196,15224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Jalan By Pass Ngurah Rai No. 77-A8,Kelurahan Benoa,Kecamatan Kuta Selatan,Kabupaten Badung,Bali," Rp3,760,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp3,760,000,000 "," Rp3,760,000,000 ",148,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Perumahan Graha Adi Terracce Blok H No. 22,Kelurahan Banyuning,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp87,516,000 "," Rp80,400,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp167,916,000 "," Rp167,916,000 ",66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,"Jalan Raya Kraksaan (Masuk Gang), Dusun Krajan",Desa Kebonagung,Kecamatan Kraksaan,Kabupaten Probolinggo,Jawa Timur," Rp5,873,840,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp5,873,840,000 "," Rp5,873,840,000 ",43190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Perumahan Manis Mesari No. 10,Desa Alasangker,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp68,800,000 "," Rp98,580,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp167,380,000 "," Rp167,380,000 ",80,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Jalan Tegal Dukuh IX No. 5,Desa Padangsambian Kaja,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp3,375,000,000 "," Rp49,600,000 "," Rp48,422,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp36,773,000 "," Rp3,509,795,000 "," Rp3,509,800,000 ",450,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Jalan Pratu Made Rambug, Perum. Bumi Sasih Asri No. 3",Desa Batubulan,Kecamatan Sukawati,Kabupaten Gianyar,Bali," Rp740,000,000 "," Rp402,646,000 "," Rp115,452,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp50,301,000 "," Rp1,308,399,000 "," Rp1,308,399,000 ",200,109,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"Jalan A.Yani Utara, Perumahan Niki Mutiara Estate No. 2",Kelurahan Peguyangan,Kecamatan Denpasar Utara,Kota Denpasar,Bali," Rp1,524,000,000 "," Rp742,580,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp48,302,000 "," Rp2,314,882,000 "," Rp2,314,882,000 ",300,173.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Perum Cahaya Residence Sambangan Blok D No.1,Desa Sambangan,Kecamatan Sukasada,Kabupaten Buleleng,Bali," Rp164,100,000 "," Rp224,604,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp388,704,000 "," Rp388,704,000 ",100,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Perumahan Graha Kencana Anturan Blok D No.7,Desa Anturan,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp70,000,000 "," Rp69,600,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ,, Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp139,600,000 "," Rp139,600,000 ",70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Jalan Pulao Dewata (Masuk),Kelurahan Penarukan,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp500,500,000 "," Rp473,985,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp43,447,000 "," Rp1,017,932,000 "," Rp1,017,932,000 ",385,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Jalan Wr. Supratman (Masuk)Perumahan Agung City Residence,Kelurahan Penarukan,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp296,000,000 "," Rp1,176,981,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp13,483,000 "," Rp1,486,464,000 "," Rp1,486,464,000 ",200,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Jalan Anusapati No. 23X,Kelurahan Gianyar,Kecamatan Gianyar,Kabupaten Gianyar,Bali," Rp1,037,400,000 "," Rp844,740,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp20,702,000 "," Rp1,902,842,000 "," Rp1,902,842,000 ",266,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Jalan Arjuna,Desa Kaliasem,Kecamatan Banjar,Kabupaten Buleleng,Bali," Rp220,000,000 "," Rp631,928,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp83,663,000 "," Rp935,591,000 "," Rp935,591,000 ",200,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,"Jalan Desa Baturiti-Apuan (masuk), Lingkungan Banjar Dinas Bangah",Desa Baturiti,Kecamatan Baturiti,Kabupaten Tabanan,Bali," Rp245,960,000 "," Rp470,838,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp58,355,000 "," Rp775,153,000 "," Rp775,153,000 ",473,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,"Jalan Desa Baturiti-Apuan (masuk), Lingkungan Banjar Dinas Bangah",Desa Baturiti,Kecamatan Baturiti,Kabupaten Tabanan,Bali," Rp793,500,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp793,500,000 "," Rp793,500,000 ",2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Perumahan Kerobokan Sejahtera,Desa Kerobokan,Kecamatan Sawan,Kabupaten Buleleng,Bali," Rp84,500,000 "," Rp73,920,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ,, Rp- , Rp- , Rp- , Rp- ," Rp158,420,000 "," Rp158,420,000 ",65,30,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Perumahan Menjangan Sejahtera,Desa Banyuning,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp99,450,000 "," Rp52,950,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp152,400,000 "," Rp152,400,000 ",85,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Jalan Raya Mavila,Desa Kuranji dan Desa Kuranji Dalang,Kecamatan Labuapi,Kabupaten Lombok Barat,Nusa Tenggara Barat," Rp5,174,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp5,174,000,000 "," Rp5,174,000,000 ",10580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,"Jalan Raya Bondowoso (Masuk), Dusun Krajan",Desa Suboh,Kecamatan Suboh,Kabupaten Situbondo,Jawa Timur," Rp328,560,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp328,560,000 "," Rp328,560,000 ",4440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Jalan Sahara (Masuk,Desa Kebonagung,Kecamatan Kraksaan,Kabupaten Probolinggo,Jawa Timur," Rp911,400,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp911,400,000 "," Rp911,400,000 ",5880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Jalan LC Intan Gang VII No. 5,Kelurahan Tonja,Kecamatan Denpasar Tmur,Kota Denpasar,Bali," Rp1,675,000,000 "," Rp906,272,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp12,591,000 "," Rp2,593,863,000 "," Rp2,593,863,000 ",250,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Jalan Tukad Yeh Penet II No. 1C,Kelurahan Renon,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp682,000,000 "," Rp320,112,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp3,040,000 "," Rp1,005,152,000 "," Rp1,005,152,000 ",110,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Jalan Danau Batur Raya No. 35A,Kelurahan Jimbaran,Kecamatan Kuta Selatan,Kabupaten Badung,Bali,,,,,,,,,,,,,,,,,,,,,,, Rp- ,,,,,,,,,,,,,,,,,,,,,,
100,"Jalan Dewa Putu Kerta, Lingkungan Perumahan Griya Permai",Desa Pemaron,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp203,000,000 "," Rp249,174,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ,, Rp- , Rp- ," Rp4,552,000 "," Rp456,726,000 "," Rp456,726,000 ",140,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Perumahan Grya Adi Suralepang Blok H No.7,Desa Sangsit,Kecamatan Sawan,Kabupaten Buleleng,Bali," Rp82,500,000 "," Rp84,300,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp166,800,000 "," Rp166,800,000 ",75,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Jalan Lintas Sumbawa-Bima Km.3,Kelurahan Samapuin,Kecamatan Sumbawa,Kabupaten Sumbawa,Nusa Tenggara Barat," Rp2,505,000,000 "," Rp386,952,000 "," Rp140,562,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp200,720,000 "," Rp3,233,234,000 "," Rp3,233,000,000 ",2500,276,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
